testDataY,predDataY,predCI_low,predCI_upp,group,var,modelType
7.26334e-07,7.263335940293491e-07,7.262265356085622e-07,7.26440652450136e-07,group1,nSi(aq),GPY
1.04885e-06,1.048932802416831e-06,1.0487368961201915e-06,1.0491287087134707e-06,group1,nSi(aq),GPY
3.963186e-06,3.962792290840585e-06,3.962670575568786e-06,3.9629140061123835e-06,group1,nSi(aq),GPY
3.195438e-06,3.1955627663640922e-06,3.1954722967726364e-06,3.195653235955548e-06,group1,nSi(aq),GPY
3.279439e-06,3.2794659615853796e-06,3.2794091082546345e-06,3.2795228149161246e-06,group1,nSi(aq),GPY
1.545949e-06,1.5459719618929726e-06,1.5459189154325037e-06,1.5460250083534414e-06,group1,nSi(aq),GPY
3.291318e-06,3.2913728868321477e-06,3.2912439245984512e-06,3.291501849065844e-06,group1,nSi(aq),GPY
2.668857e-06,2.6688764905830408e-06,2.668814199726626e-06,2.6689387814394555e-06,group1,nSi(aq),GPY
7.508118e-07,7.508163387417085e-07,7.507613345527322e-07,7.508713429306848e-07,group1,nSi(aq),GPY
2.738472e-06,2.737732769787328e-06,2.7374080921809114e-06,2.7380574473937445e-06,group1,nSi(aq),GPY
3.218963e-06,3.2189934403353517e-06,3.2189389305405766e-06,3.219047950130127e-06,group1,nSi(aq),GPY
2.105356e-06,2.1052838248272443e-06,2.105206154506266e-06,2.1053614951482227e-06,group1,nSi(aq),GPY
3.452224e-06,3.451927377056553e-06,3.451700762857854e-06,3.452153991255252e-06,group1,nSi(aq),GPY
2.444193e-06,2.4442290855180138e-06,2.444176860064975e-06,2.4442813109710528e-06,group1,nSi(aq),GPY
3.003261e-06,3.003179051021612e-06,3.0030883280606244e-06,3.0032697739825993e-06,group1,nSi(aq),GPY
2.899352e-06,2.8992772928093943e-06,2.8992154402753715e-06,2.899339145343417e-06,group1,nSi(aq),GPY
3.148906e-06,3.14889541861628e-06,3.1488456230792893e-06,3.148945214153271e-06,group1,nSi(aq),GPY
2.288783e-06,2.288777293686668e-06,2.2887222459361043e-06,2.288832341437232e-06,group1,nSi(aq),GPY
1.422339e-06,1.4223228078604658e-06,1.4222555551625007e-06,1.422390060558431e-06,group1,nSi(aq),GPY
1.532962e-06,1.5330349499880864e-06,1.5327214326079617e-06,1.533348467368211e-06,group1,nSi(aq),GPY
2.156222e-06,2.1560292040427483e-06,2.1558501938934267e-06,2.15620821419207e-06,group1,nSi(aq),GPY
3.871705e-06,3.871691509154687e-06,3.871637888856375e-06,3.871745129452999e-06,group1,nSi(aq),GPY
8.149458e-07,8.149648260675239e-07,8.147579240783455e-07,8.151717280567023e-07,group1,nSi(aq),GPY
1.255589e-06,1.2555570141633952e-06,1.2554371294404395e-06,1.255676898886351e-06,group1,nSi(aq),GPY
3.424868e-06,3.424724215810951e-06,3.4245619135339704e-06,3.4248865180879314e-06,group1,nSi(aq),GPY
3.423679e-06,3.4236853924943215e-06,3.4236341462737345e-06,3.4237366387149086e-06,group1,nSi(aq),GPY
2.850991e-06,2.851276958698368e-06,2.8512291135825735e-06,2.851324803814162e-06,group1,nSi(aq),GPY
3.5233e-06,3.5233635019908114e-06,3.5232712213226026e-06,3.52345578265902e-06,group1,nSi(aq),GPY
2.423185e-06,2.4233324344594394e-06,2.423004120676415e-06,2.4236607482424637e-06,group1,nSi(aq),GPY
1.222265e-06,1.2222512447097218e-06,1.222151739685081e-06,1.2223507497343626e-06,group1,nSi(aq),GPY
1.556854e-06,1.5568577642601615e-06,1.5567937255417818e-06,1.5569218029785411e-06,group1,nSi(aq),GPY
2.199623e-06,2.1996364189632876e-06,2.199590149972988e-06,2.1996826879535874e-06,group1,nSi(aq),GPY
7.828487e-07,7.82849612331157e-07,7.827145958731374e-07,7.829846287891766e-07,group1,nSi(aq),GPY
7.158775e-07,7.158892799534569e-07,7.158016323708986e-07,7.159769275360152e-07,group1,nSi(aq),GPY
2.002076e-06,2.001969438804085e-06,2.0018177195744205e-06,2.0021211580337493e-06,group1,nSi(aq),GPY
1.844581e-06,1.844502028062517e-06,1.8443604578578266e-06,1.8446435982672074e-06,group1,nSi(aq),GPY
2.693416e-06,2.693610905807281e-06,2.693515918778105e-06,2.693705892836457e-06,group1,nSi(aq),GPY
1.075205e-06,1.0752084199659198e-06,1.0750852742419114e-06,1.0753315656899282e-06,group1,nSi(aq),GPY
2.843272e-06,2.843563946640063e-06,2.8433781930708096e-06,2.8437497002093165e-06,group1,nSi(aq),GPY
2.081559e-06,2.0814243959408306e-06,2.0813369239499823e-06,2.081511867931679e-06,group1,nSi(aq),GPY
2.025116e-06,2.025092745619323e-06,2.0250684935779956e-06,2.0251169976606506e-06,group1,nSi(aq),GPY
1.3372e-06,1.3371542533188008e-06,1.3370006418089334e-06,1.3373078648286682e-06,group1,nSi(aq),GPY
3.69269e-06,3.69265468311862e-06,3.692611214951645e-06,3.692698151285595e-06,group1,nSi(aq),GPY
2.958031e-06,2.957947731018926e-06,2.9578773881361807e-06,2.958018073901671e-06,group1,nSi(aq),GPY
1.114026e-06,1.1140269763276523e-06,1.1139491929993275e-06,1.114104759655977e-06,group1,nSi(aq),GPY
4.822163e-07,4.822251726791509e-07,4.821532731858311e-07,4.822970721724706e-07,group1,nSi(aq),GPY
2.723972e-06,2.7242602540672463e-06,2.724200148979646e-06,2.7243203591548467e-06,group1,nSi(aq),GPY
1.270307e-06,1.2702951475799222e-06,1.2702503807773958e-06,1.2703399143824486e-06,group1,nSi(aq),GPY
7.33807e-07,7.338578267334452e-07,7.336220154287502e-07,7.340936380381402e-07,group1,nSi(aq),GPY
2.838204e-06,2.8384643135562208e-06,2.8383895650342374e-06,2.838539062078204e-06,group1,nSi(aq),GPY
2.013603e-06,2.0137674597817584e-06,2.0136439475619813e-06,2.0138909720015354e-06,group1,nSi(aq),GPY
8.421293e-07,8.421616057811381e-07,8.419983767680829e-07,8.423248347941934e-07,group1,nSi(aq),GPY
11.14909,11.131693796916535,11.092263280556915,11.171124313276154,group2,pH,GPY
11.53502,11.53892479782666,11.507783121356816,11.570066474296503,group2,pH,GPY
12.17441,12.171604320526002,12.133258553707538,12.209950087344467,group2,pH,GPY
12.23031,12.239162130048049,12.185377193718482,12.292947066377616,group2,pH,GPY
11.98513,11.96865252243826,11.909438276031723,12.027866768844797,group2,pH,GPY
12.32036,12.32949467899352,12.305069023053692,12.353920334933347,group2,pH,GPY
12.26327,12.271360822527418,12.233607687742314,12.309113957312523,group2,pH,GPY
12.00049,12.001112573246692,11.975977155023633,12.02624799146975,group2,pH,GPY
11.91102,11.911760352394289,11.879520535957123,11.944000168831455,group2,pH,GPY
12.24524,12.186824664499524,12.091150102319897,12.28249922667915,group2,pH,GPY
12.19657,12.207753603907209,12.178857225932616,12.236649981881802,group2,pH,GPY
11.40982,11.324664642764706,11.23944641090602,11.409882874623392,group2,pH,GPY
11.32697,11.289851969477196,11.26198580616251,11.317718132791882,group2,pH,GPY
11.81297,11.81301753049024,11.756546403247004,11.869488657733477,group2,pH,GPY
11.98366,11.999423160443065,11.949301042792104,12.049545278094026,group2,pH,GPY
11.27738,11.221730573464756,11.18242548736128,11.26103565956823,group2,pH,GPY
12.02056,12.020318883564368,11.998712959706136,12.0419248074226,group2,pH,GPY
11.7626,11.686352073684398,11.639460934519587,11.73324321284921,group2,pH,GPY
11.35391,11.441539646676862,11.39114565297383,11.491933640379894,group2,pH,GPY
11.60479,11.613768221971434,11.518825014283472,11.708711429659395,group2,pH,GPY
11.43812,11.470311989912698,11.365034041505051,11.575589938320345,group2,pH,GPY
12.44541,12.40923437743933,12.356044674508354,12.462424080370305,group2,pH,GPY
12.38211,12.388984492963363,12.375830118075946,12.40213886785078,group2,pH,GPY
12.16817,12.16465909035822,12.14452386136591,12.184794319350532,group2,pH,GPY
11.87038,11.872099023468786,11.844723708256222,11.899474338681351,group2,pH,GPY
12.14651,12.142710869502906,12.099954025175938,12.185467713829874,group2,pH,GPY
12.04161,12.039478473091746,12.022022405322762,12.05693454086073,group2,pH,GPY
11.42254,11.434155289586338,11.388292938360701,11.480017640811974,group2,pH,GPY
7.287632e-05,7.498881378813065e-05,7.453351207896807e-05,7.544411549729324e-05,group2,nSi(aq),GPY
1.747901e-05,1.733677781030421e-05,1.71454548093136e-05,1.752810081129482e-05,group2,nSi(aq),GPY
9.507896e-06,9.580886461752354e-06,9.521520581292379e-06,9.640252342212329e-06,group2,nSi(aq),GPY
8.187083e-06,7.978810721658505e-06,7.864202989136523e-06,8.093418454180486e-06,group2,nSi(aq),GPY
1.55902e-05,1.620282663300422e-05,1.610620995240056e-05,1.629944331360788e-05,group2,nSi(aq),GPY
4.027226e-06,3.9025813377243556e-06,3.815103491152624e-06,3.9900591842960874e-06,group2,nSi(aq),GPY
1.591621e-06,1.5427943770674756e-06,1.3891090073818968e-06,1.6964797467530544e-06,group2,nSi(aq),GPY
1.15432e-05,1.1526339490304542e-05,1.1488443735470259e-05,1.1564235245138825e-05,group2,nSi(aq),GPY
1.128282e-05,1.1264851345266015e-05,1.1174459725707801e-05,1.135524296482423e-05,group2,nSi(aq),GPY
7.501703e-06,8.885345142723192e-06,8.84827285422652e-06,8.922417431219865e-06,group2,nSi(aq),GPY
7.197989e-06,6.971901584740287e-06,6.842847810403909e-06,7.100955359076666e-06,group2,nSi(aq),GPY
1.670717e-05,1.9982477799496507e-05,1.9434448817121178e-05,2.0530506781871837e-05,group2,nSi(aq),GPY
5.037767e-05,5.3975639656897326e-05,5.387657267485196e-05,5.407470663894269e-05,group2,nSi(aq),GPY
7.370566e-06,7.36998920232178e-06,7.334344841570637e-06,7.405633563072923e-06,group2,nSi(aq),GPY
1.759527e-05,1.6965221625733913e-05,1.6733522307457173e-05,1.7196920944010653e-05,group2,nSi(aq),GPY
4.601355e-05,5.08950253019599e-05,5.071309837156766e-05,5.107695223235214e-05,group2,nSi(aq),GPY
8.530857e-06,8.531117575499548e-06,8.460201403291094e-06,8.602033747708002e-06,group2,nSi(aq),GPY
9.498023e-06,1.1152703356710545e-05,1.0945190400293513e-05,1.1360216313127578e-05,group2,nSi(aq),GPY
5.89629e-05,4.978659759659908e-05,4.951199104282263e-05,5.0061204150375526e-05,group2,nSi(aq),GPY
1.606655e-05,1.5759275124520794e-05,1.5641202770583274e-05,1.5877347478458314e-05,group2,nSi(aq),GPY
4.59687e-05,4.3125382390828635e-05,4.295354463061565e-05,4.329722015104162e-05,group2,nSi(aq),GPY
4.07098e-06,4.677484486032076e-06,4.46718445782242e-06,4.887784514241732e-06,group2,nSi(aq),GPY
4.548097e-06,4.431452237379718e-06,4.31387893308555e-06,4.549025541673886e-06,group2,nSi(aq),GPY
7.457152e-06,7.532634300002942e-06,7.404071154706783e-06,7.6611974452991e-06,group2,nSi(aq),GPY
1.261891e-05,1.2572238245215515e-05,1.24745715389051e-05,1.266990495152593e-05,group2,nSi(aq),GPY
6.798936e-06,6.874762427881705e-06,6.806954326938654e-06,6.942570528824757e-06,group2,nSi(aq),GPY
6.19351e-06,6.227106678854396e-06,6.176221594691286e-06,6.277991763017506e-06,group2,nSi(aq),GPY
4.048419e-05,3.956301747278986e-05,3.942124357994386e-05,3.9704791365635855e-05,group2,nSi(aq),GPY
9.793655,9.7936555,9.7936555,9.7936555,group3,pH,CONST
9.793657,9.7936555,9.7936555,9.7936555,group3,pH,CONST
9.793655,9.7936555,9.7936555,9.7936555,group3,pH,CONST
9.793657,9.7936555,9.7936555,9.7936555,group3,pH,CONST
9.793655,9.7936555,9.7936555,9.7936555,group3,pH,CONST
9.793655,9.7936555,9.7936555,9.7936555,group3,pH,CONST
9.793657,9.7936555,9.7936555,9.7936555,group3,pH,CONST
0.0003976495,0.0003976468290880009,0.0003976468290880009,0.0003976468290880009,group3,nSi(aq),Linear
0.0002059216,0.00020590806181639164,0.00020590806181639164,0.00020590806181639164,group3,nSi(aq),Linear
0.0002978615,0.0002978482687452627,0.0002978482687452627,0.0002978482687452627,group3,nSi(aq),Linear
0.0005217971,0.0005217539883782288,0.0005217539883782288,0.0005217539883782288,group3,nSi(aq),Linear
0.0005578659,0.0005578767628136764,0.0005578767628136764,0.0005578767628136764,group3,nSi(aq),Linear
0.0002839145,0.00028391995259193176,0.00028391995259193176,0.00028391995259193176,group3,nSi(aq),Linear
0.0003918725,0.00039180665284734093,0.00039180665284734093,0.00039180665284734093,group3,nSi(aq),Linear
