group,var,modelType,R2_mean,RMSE_mean,MAE_mean
group1,pH,CONST,0.0,0.0,0.0
group1,nSi(aq),GPyModel,0.9999999965479954,-5.1689278353261835e-11,-2.114834308509266e-11
group2,pH,GPyModel,0.9985450750276643,-0.029473269806605203,-0.004707133712718447
group2,nSi(aq),GPyModel,0.9999353256548599,-2.1946872247405582e-07,-3.038345197930668e-08
group3,pH,CONST,0.0,0.0,0.0
group3,nSi(aq),linear,0.9999999531250017,-2.476547433911645e-08,-1.8400367276283612e-08
