T(C),b(CaO),b(SiO2),b(H2O),Vol(aq),pH,nCa(aq),nCa(s),nSi(aq),nSi(s_reac),nPortlandite,nAmor-Sl,mCSHQ,nCa(CSHQ),nSi(CSHQ),nH2O(CSHQ),C/S(CSHQ),nGelPW(CSH)
25.0,0.8505557,0.5806938,6.766656,0.09445906,12.2933,0.001201031,0.8493547,5.506451e-06,0.5806883,0.0,0.0,0.1101926,0.8493547,0.5806883,1.53607,1.462669,0.6320667
25.0,0.4786417,0.4946551,6.251166,0.09530403,11.55105,0.0002104341,0.4784313,3.098983e-05,0.4946241,0.0,0.0,0.07413244,0.4784313,0.4946241,0.9760656,0.9672623,0.3600064
25.0,0.3866284,0.4667797,7.204012,0.1152325,11.27741,0.0001559683,0.3864724,6.281992e-05,0.4667169,0.0,0.0,0.06459738,0.3864724,0.4667169,0.8261121,0.8280661,0.3057044
25.0,0.4131271,0.4476895,4.714068,0.0697248,11.4756,0.0001326802,0.4129944,2.625581e-05,0.4476632,0.0,0.0,0.06545734,0.4129944,0.4476632,0.8548373,0.922556,0.3162317
25.0,0.3940753,0.347557,6.909385,0.1110051,11.80263,0.000423731,0.3936516,2.178383e-05,0.3475352,0.0,0.0,0.05673432,0.3936516,0.3475352,0.7647916,1.132695,0.2830235
25.0,0.3992224,0.3057176,7.464569,0.1214299,12.06808,0.0008746125,0.3983478,1.316442e-05,0.3057044,0.0,0.0,0.05407313,0.3983478,0.3057044,0.7419687,1.303049,0.2873289
25.0,0.1707949,0.2065555,6.436286,0.1096931,11.27307,0.0001475402,0.1706474,6.028055e-05,0.2064952,0.0,0.0,0.02855188,0.1706474,0.2064952,0.364984,0.8263986,0.1350404
25.0,0.4762244,0.3964079,5.21381,0.07778159,11.90654,0.0003785867,0.4758458,1.223982e-05,0.3963957,0.0,0.0,0.06686075,0.4758458,0.3963957,0.9080837,1.200431,0.3405247
25.0,0.4497602,0.4414626,8.199606,0.1318327,11.63065,0.0003435306,0.4494167,3.664282e-05,0.441426,0.0,0.0,0.06798381,0.4494167,0.441426,0.9025064,1.018102,0.3320558
25.0,0.3532052,0.2321866,3.727002,0.05588564,12.3581,0.0008399625,0.3523652,2.636418e-06,0.232184,0.0,0.0,0.04509801,0.3523652,0.232184,0.6321112,1.517612,0.2647952
25.0,0.3679939,0.4380471,6.628218,0.1056068,11.30687,0.0001495682,0.3678443,5.46062e-05,0.4379925,0.0,0.0,0.06105139,0.3678443,0.4379925,0.7830656,0.8398416,0.2900485
25.0,0.3723437,0.2566899,3.403874,0.04930278,12.27525,0.0005985013,0.3717452,3.039189e-06,0.2566869,0.0,0.0,0.04840876,0.3717452,0.2566869,0.6738386,1.448244,0.2758367
25.0,0.5460062,0.650772,2.806852,0.02970741,11.30475,4.193423e-05,0.5459643,1.541948e-05,0.6507566,0.0,0.0,0.0906611,0.5459643,0.6507566,1.1626,0.8389685,0.4306044
25.0,0.9264142,0.5686852,5.789097,0.07497639,12.47196,0.001517065,0.9248971,2.324025e-06,0.5686829,1.484875e-05,0.0,0.1155098,0.9248823,0.5686829,1.636161,1.626359,0.6997064
25.0,0.3479254,0.2737442,5.878532,0.09441161,12.01437,0.0005959331,0.3473295,1.16455e-05,0.2737326,0.0,0.0,0.04766868,0.3473295,0.2737326,0.6519077,1.268864,0.2494419
25.0,0.3838786,0.3430301,2.792563,0.03692875,11.78158,0.0001343305,0.3837443,7.569727e-06,0.3430225,0.0,0.0,0.05561268,0.3837443,0.3430225,0.7484209,1.118714,0.2764689
25.0,0.3545148,0.2636755,5.093866,0.08019796,12.12778,0.0006700716,0.3538447,7.482585e-06,0.263668,0.0,0.0,0.04746231,0.3538447,0.263668,0.6537393,1.342009,0.2568984
25.0,0.3296705,0.2099686,6.401943,0.1050362,12.4061,0.001788581,0.3278819,4.184589e-06,0.2099644,0.0,0.0,0.04153602,0.3278819,0.2099644,0.5847077,1.561607,0.2477099
25.0,0.303824,0.3141699,6.081027,0.0986712,11.54978,0.0002173061,0.3036067,3.216495e-05,0.3141377,0.0,0.0,0.04706167,0.3036067,0.3141377,0.619554,0.9664764,0.2285243
25.0,0.5835362,0.5763963,6.793799,0.101539,11.6213,0.0002593852,0.5832768,2.875082e-05,0.5763675,0.0,0.0,0.08848032,0.5832768,0.5763675,1.173505,1.011988,0.4318428
25.0,0.9633048,0.6092944,3.575672,0.03363634,12.42535,0.000602301,0.9627025,1.24824e-06,0.6092932,0.0,0.0,0.1214501,0.9627025,0.6092932,1.712725,1.580032,0.7282459
25.0,0.4996621,0.5812096,3.230016,0.0392735,11.35244,5.989116e-05,0.4996022,1.867835e-05,0.5811909,0.0,0.0,0.08196617,0.4996022,0.5811909,1.056287,0.8596181,0.3915458
25.0,0.3845677,0.2621615,8.177536,0.1351699,12.29055,0.001706551,0.3828611,7.947704e-06,0.2621536,0.0,0.0,0.04969946,0.3828611,0.2621536,0.6926498,1.460446,0.2847887
25.0,1.084554,0.6878492,6.033456,0.07411835,12.41996,0.001308639,1.083245,2.806111e-06,0.6878464,0.0,0.0,0.136816,1.083245,0.6878464,1.928451,1.574836,0.8191865
25.0,0.3118915,0.2206496,6.893148,0.1142543,12.2225,0.00121222,0.3106793,8.234708e-06,0.2206414,0.0,0.0,0.04089274,0.3106793,0.2206414,0.5669385,1.408074,0.2285881
25.0,0.6949522,0.6702852,4.814482,0.06191305,11.65865,0.000171315,0.6947809,1.627449e-05,0.6702689,0.0,0.0,0.1042303,0.6947809,0.6702689,1.387496,1.03657,0.5103381
25.0,0.8057198,0.5562082,5.668283,0.07601518,12.27361,0.0009189101,0.8048009,4.709328e-06,0.5562035,0.0,0.0,0.1048366,0.8048009,0.5562035,1.459112,1.446954,0.5970076
25.0,0.8574886,0.5430008,3.270586,0.03151911,12.42339,0.0005615032,0.8569271,1.178214e-06,0.5429996,0.0,0.0,0.1081517,0.8569271,0.5429996,1.524908,1.578136,0.6481642
25.0,0.3464641,0.3573908,7.296595,0.1190716,11.55352,0.0002642498,0.3461999,3.853255e-05,0.3573523,0.0,0.0,0.0536032,0.3461999,0.3573523,0.7059527,0.9687915,0.2603541
25.0,0.2743745,0.2017605,5.125232,0.0834652,12.14906,0.0007355681,0.2736389,7.365071e-06,0.2017531,0.0,0.0,0.03654922,0.2736389,0.2017531,0.5041304,1.356306,0.1992062
25.0,0.5705271,0.4461602,3.984015,0.05267409,12.02878,0.0003444191,0.5701827,6.280118e-06,0.4461539,0.0,0.0,0.07802068,0.5701827,0.4461539,1.067952,1.277995,0.4099047
25.0,0.1801545,0.2585795,6.440683,0.1090987,10.50966,9.245896e-05,0.180062,0.0001678817,0.2584116,0.0,0.0,0.03287435,0.180062,0.2584116,0.4024608,0.6968032,0.1406544
25.0,0.5947715,0.5388477,3.554618,0.04317701,11.75882,0.0001491439,0.5946224,9.273663e-06,0.5388384,0.0,0.0,0.08670177,0.5946224,0.5388384,1.16463,1.103526,0.4295372
25.0,0.7080402,0.667064,6.116713,0.08515392,11.69543,0.0002553329,0.7077849,2.079678e-05,0.6670432,0.0,0.0,0.1050497,0.7077849,0.6670432,1.403259,1.061078,0.5162624
25.0,0.3582701,0.2285152,3.644889,0.05430922,12.40837,0.0009302945,0.3573398,2.145765e-06,0.2285131,0.0,0.0,0.04524559,0.3573398,0.2285131,0.6370614,1.563761,0.2700142
25.0,0.7902606,0.5021192,3.034798,0.02940354,12.41787,0.0005163206,0.7897443,1.121877e-06,0.5021181,0.0,0.0,0.09979124,0.7897443,0.5021181,1.406306,1.572826,0.5971536
25.0,0.5528037,0.4774307,3.227053,0.03903107,11.84035,0.0001625698,0.5526411,7.078289e-06,0.4774236,0.0,0.0,0.0788895,0.5526411,0.4774236,1.066491,1.157549,0.3962498
25.0,0.4003041,0.3685009,6.307906,0.09973274,11.73188,0.0003242433,0.3999799,2.262937e-05,0.3684783,0.0,0.0,0.05875523,0.3999799,0.3684783,0.7874219,1.085491,0.2900105
25.0,0.368823,0.4561588,5.579519,0.0864695,11.22319,0.0001082764,0.3687147,5.18349e-05,0.456107,0.0,0.0,0.06237875,0.3687147,0.456107,0.7936207,0.8083953,0.2929219
25.0,0.4280474,0.5329327,3.14431,0.04013495,11.2074,4.919765e-05,0.4279982,2.471904e-05,0.532908,0.0,0.0,0.07264732,0.4279982,0.532908,0.9229315,0.8031372,0.3403309
25.0,0.4668762,0.348711,5.287623,0.0799324,12.12025,0.0006554117,0.4662208,7.604242e-06,0.3487034,0.0,0.0,0.0626293,0.4662208,0.3487034,0.8622256,1.337012,0.3381772
25.0,0.749599,0.4764401,6.263389,0.08903053,12.41501,0.001551731,0.7480473,3.432884e-06,0.4764367,0.0,0.0,0.0945807,0.7480473,0.4764367,1.332522,1.570088,0.5655182
25.0,0.4892701,0.659191,4.686697,0.06520732,10.95338,6.198378e-05,0.4892081,5.92519e-05,0.6591317,0.0,0.0,0.08645152,0.4892081,0.6591317,1.077669,0.7422008,0.3891285
25.0,0.6386318,0.5259704,4.836421,0.06543604,11.92711,0.0003345005,0.6382973,9.842515e-06,0.5259606,0.0,0.0,0.08926779,0.6382973,0.5259606,1.214066,1.213584,0.4568148
25.0,0.8836288,0.6781252,4.928135,0.0592979,12.06712,0.000426089,0.8832027,6.446034e-06,0.6781188,0.0,0.0,0.1199124,0.8832027,0.6781188,1.645288,1.302431,0.6369975
25.0,0.7699961,0.6138033,6.668051,0.09427036,11.99019,0.0005610098,0.7694351,1.230015e-05,0.613791,0.0,0.0,0.1061371,0.7694351,0.613791,1.449325,1.253578,0.5517922
25.0,0.5874221,0.4332992,4.632477,0.06413553,12.14627,0.0005612792,0.5868608,5.701281e-06,0.4332935,0.0,0.0,0.07842881,0.5868608,0.4332935,1.081583,1.354419,0.4270724
25.0,0.3757249,0.3135594,7.273581,0.1184493,11.90044,0.0005682413,0.3751567,1.888875e-05,0.3135405,0.0,0.0,0.05278729,0.3751567,0.3135405,0.7166473,1.196517,0.2684792
25.0,0.7603616,0.4917734,7.019419,0.1022557,12.38597,0.001652286,0.7587093,4.37889e-06,0.491769,0.0,0.0,0.09652927,0.7587093,0.491769,1.35636,1.542816,0.5720932
25.0,0.5782538,0.4178658,6.837784,0.104382,12.18546,0.001008245,0.5772456,8.348455e-06,0.4178575,0.0,0.0,0.07654482,0.5772456,0.4178575,1.058418,1.381441,0.4223544
25.0,0.5579903,0.6173473,5.033085,0.06994025,11.44132,0.0001247762,0.5578655,2.813173e-05,0.6173192,0.0,0.0,0.08930772,0.5578655,0.6173192,1.16195,0.9036906,0.4303037
25.0,0.9214855,0.6263354,2.8228,0.02092764,12.30327,0.0002730058,0.9212125,1.182228e-06,0.6263342,0.0,0.0,0.1192684,0.9212125,0.6263342,1.663937,1.4708,0.6866368
25.0,0.4211499,0.4026798,7.414295,0.1188047,11.6715,0.000338056,0.4208118,3.044004e-05,0.4026494,0.0,0.0,0.06289206,0.4208118,0.4026494,0.8382388,1.045107,0.308313
25.0,0.4039288,0.2816331,3.55578,0.05097844,12.25459,0.0005869721,0.4033418,3.34488e-06,0.2816298,0.0,0.0,0.05274559,0.4033418,0.2816298,0.7330272,1.432171,0.2982825
25.0,0.2750918,0.3263834,4.337088,0.06779345,11.3136,9.704023e-05,0.2749948,3.462765e-05,0.3263488,0.0,0.0,0.04556545,0.2749948,0.3263488,0.5848376,0.8426407,0.2166606
25.0,0.4782387,0.4524726,3.37479,0.04382252,11.68886,0.0001295196,0.4781092,1.08449e-05,0.4524618,0.0,0.0,0.07109572,0.4781092,0.4524618,0.9491239,1.056684,0.3491487
25.0,0.6648346,0.4780864,6.022915,0.08682121,12.19591,0.0008610698,0.6639735,6.746228e-06,0.4780797,0.0,0.0,0.08786188,0.6639735,0.4780797,1.215794,1.388835,0.4865565
25.0,0.564664,0.5232943,5.176628,0.07340712,11.72166,0.0002332759,0.5644307,1.700429e-05,0.5232773,0.0,0.0,0.08314996,0.5644307,0.5232773,1.113354,1.078646,0.40989
25.0,0.5227066,0.4663562,7.87995,0.1239615,11.78339,0.0004527867,0.5222538,2.531505e-05,0.4663309,0.0,0.0,0.07564929,0.5222538,0.4663309,1.018217,1.119921,0.3761858
25.0,0.9775115,0.6899506,6.824446,0.09110866,12.23235,0.000991176,0.9765203,6.382423e-06,0.6899442,0.0,0.0,0.1282782,0.9765203,0.6899442,1.779746,1.415361,0.7196035
25.0,0.356571,0.2659677,6.213392,0.1003455,12.12114,0.0008246235,0.3557464,9.524199e-06,0.2659582,0.0,0.0,0.04778036,0.3557464,0.2659582,0.6578364,1.337603,0.2580712
25.0,0.3092423,0.4436283,6.349105,0.1022319,10.51517,8.660885e-05,0.3091557,0.0001563642,0.4434719,0.0,0.0,0.05642979,0.3091557,0.4434719,0.6909374,0.6971257,0.241545
25.0,0.8765286,0.5426713,3.162976,0.02908754,12.45991,0.0005702176,0.8759584,9.458335e-07,0.5426704,0.0,0.0,0.1096847,0.8759584,0.5426704,1.551864,1.614163,0.6629976
25.0,0.3346711,0.265198,5.136717,0.08143554,12.00058,0.0004970247,0.3341741,1.037387e-05,0.2651876,0.0,0.0,0.04599561,0.3341741,0.2651876,0.6284873,1.260142,0.2397874
25.0,0.5951074,0.5599,4.980608,0.06868128,11.69762,0.0002069351,0.5949005,1.669959e-05,0.5598833,0.0,0.0,0.08823978,0.5949005,0.5598833,1.178949,1.062544,0.4337556
25.0,0.1595963,0.2256758,7.732558,0.1332909,10.66039,0.0001133518,0.1594829,0.0001734738,0.2255023,0.0,0.0,0.02889455,0.1594829,0.2255023,0.3553651,0.7072342,0.125334
25.0,0.5445513,0.4388224,8.124176,0.1281886,11.96768,0.0007223713,0.5438289,1.760873e-05,0.4388048,0.0,0.0,0.07537893,0.5438289,0.4388048,1.027856,1.239341,0.3896022
25.0,0.1786108,0.2512553,2.877996,0.04481837,10.70277,3.83628e-05,0.1785724,5.55858e-05,0.2511997,0.0,0.0,0.03226727,0.1785724,0.2511997,0.3974529,0.7108783,0.1405915
25.0,0.3975022,0.4462866,4.705714,0.06999848,11.41614,0.000119263,0.3973829,2.953873e-05,0.4462571,0.0,0.0,0.06407463,0.3973829,0.4462571,0.8313701,0.8904799,0.3080554
25.0,0.5805335,0.482945,3.032238,0.03477564,11.90856,0.0001700812,0.5803634,5.448159e-06,0.4829396,0.0,0.0,0.08150845,0.5803634,0.4829396,1.107175,1.201731,0.4153172
25.0,0.3230509,0.4262504,6.270222,0.1005042,11.03603,0.0001019204,0.322949,8.123685e-05,0.4261692,0.0,0.0,0.05646384,0.322949,0.4261692,0.7075997,0.7577953,0.2574142
25.0,0.5738464,0.678971,6.960719,0.1037363,11.31923,0.0001498272,0.5736966,5.244528e-05,0.6789186,0.0,0.0,0.09492597,0.5736966,0.6789186,1.219087,0.8450153,0.4516826
25.0,0.7697404,0.6865738,4.408687,0.05254792,11.78482,0.0001925644,0.7695478,1.06996e-05,0.6865631,0.0,0.0,0.1114282,0.7695478,0.6865631,1.499962,1.12087,0.5542319
25.0,0.3192814,0.2626813,3.020572,0.0436054,11.92878,0.0002237969,0.3190576,6.534748e-06,0.2626748,0.0,0.0,0.0446044,0.3190576,0.2626748,0.6066983,1.214649,0.2283467
25.0,0.6602255,0.6113914,3.242135,0.035056,11.72324,0.0001117954,0.6601137,8.09451e-06,0.6113833,0.0,0.0,0.09720241,0.6601137,0.6113833,1.301694,1.079705,0.4792561
25.0,0.5838429,0.3764303,3.706996,0.0481296,12.39255,0.0007911303,0.5830518,2.013389e-06,0.3764283,0.0,0.0,0.07407614,0.5830518,0.3764283,1.041486,1.548905,0.4399424
25.0,0.6919458,0.4334347,6.319052,0.09195373,12.43814,0.001702582,0.6902432,3.251672e-06,0.4334314,0.0,0.0,0.08683771,0.6902432,0.4334314,1.226082,1.592508,0.5224015
25.0,0.8185815,0.5043492,3.888389,0.04406944,12.46699,0.0008801107,0.8177014,1.393281e-06,0.5043478,0.0,0.0,0.1022336,0.8177014,0.5043478,1.447419,1.621305,0.6187659
25.0,0.5175646,0.3180828,3.713664,0.05054401,12.4696,0.001016354,0.5165482,1.581584e-06,0.3180812,0.0,0.0,0.06454541,0.5165482,0.3180812,0.9140586,1.623951,0.3908342
25.0,0.2254227,0.2902083,4.269313,0.06827442,11.11663,7.49794e-05,0.2253477,4.880527e-05,0.2901595,0.0,0.0,0.03890748,0.2253477,0.2901595,0.4905015,0.776634,0.1796814
25.0,0.9367613,0.5878211,3.025251,0.02459377,12.43848,0.000455775,0.9363055,8.685412e-07,0.5878202,0.0,0.0,0.1177855,0.9363055,0.5878202,1.663095,1.592843,0.7086369
25.0,1.088286,0.6812666,6.240863,0.07783459,12.44099,0.001451979,1.086834,2.722547e-06,0.6812639,0.0,0.0,0.1366474,1.086834,0.6812639,1.929877,1.59532,0.8226115
25.0,0.3477089,0.2584653,5.543012,0.08854094,12.12845,0.0007410313,0.3469679,8.246547e-06,0.2584571,0.0,0.0,0.04653365,0.3469679,0.2584571,0.6409763,1.342459,0.2519266
25.0,0.431804,0.4536421,5.003932,0.07441531,11.52533,0.0001560379,0.431648,2.544515e-05,0.4536167,0.0,0.0,0.06740535,0.431648,0.4536167,0.8850483,0.9515699,0.326776
25.0,0.7141121,0.6605164,4.891378,0.06294311,11.72497,0.0002015021,0.7139106,1.448316e-05,0.6605019,0.0,0.0,0.1050732,0.7139106,0.6605019,1.40731,1.080861,0.5181746
25.0,0.556749,0.5754974,2.855886,0.03107852,11.55114,6.863553e-05,0.5566804,1.010391e-05,0.5754873,0.0,0.0,0.08625462,0.5566804,0.5754873,1.135684,0.96732,0.4188775
25.0,0.3054236,0.3128208,3.18038,0.04623672,11.56519,0.0001050773,0.3053185,1.462366e-05,0.3128062,0.0,0.0,0.0471066,0.3053185,0.3128062,0.6211605,0.976063,0.2289796
25.0,0.3329359,0.275518,7.784492,0.129185,11.91548,0.0006422997,0.3322936,1.993515e-05,0.2754981,0.0,0.0,0.04659484,0.3322936,0.2754981,0.6332159,1.206156,0.2377952
25.0,0.2277773,0.2881163,4.396961,0.07053158,11.16644,8.205605e-05,0.2276952,4.652338e-05,0.2880698,0.0,0.0,0.03896233,0.2276952,0.2880698,0.4932087,0.790417,0.1813704
25.0,0.627918,0.4397489,6.937095,0.1046894,12.24551,0.00117777,0.6267402,7.056666e-06,0.4397418,0.0,0.0,0.08211118,0.6267402,0.4397418,1.140344,1.425246,0.462816
25.0,0.6898709,0.4818657,4.870666,0.06533774,12.25192,0.0007471991,0.6891237,4.321231e-06,0.4818614,0.0,0.0,0.09016663,0.6891237,0.4818614,1.252827,1.430129,0.5094073
25.0,0.8369254,0.6902817,4.428407,0.0512389,11.92475,0.0002604518,0.8366649,7.747344e-06,0.690274,0.0,0.0,0.1170724,0.8366649,0.690274,1.591969,1.212077,0.5987672
25.0,0.4175115,0.3160688,5.472343,0.08486746,12.09268,0.0006496887,0.4168618,8.659406e-06,0.3160601,0.0,0.0,0.05630746,0.4168618,0.3160601,0.7738244,1.318932,0.3014311
25.0,0.6188626,0.4488987,7.447428,0.1140315,12.17805,0.00108102,0.6177816,9.307648e-06,0.4488894,0.0,0.0,0.08204118,0.6177816,0.4488894,1.133836,1.376245,0.4515315
25.0,0.5931152,0.6647981,4.452467,0.05804027,11.4192,9.942972e-05,0.5930158,2.434896e-05,0.6647738,0.0,0.0,0.09553616,0.5930158,0.6647738,1.239996,0.8920565,0.4594411
25.0,0.5397173,0.3779089,3.41478,0.04395695,12.24764,0.0004972196,0.5392201,2.944353e-06,0.377906,0.0,0.0,0.07061434,0.5392201,0.377906,0.9808363,1.426863,0.3983228
25.0,0.8376086,0.5395248,3.489822,0.03602582,12.39522,0.0005963086,0.8370123,1.492726e-06,0.5395233,0.0,0.0,0.1062806,0.8370123,0.5395233,1.494635,1.551392,0.6317348
25.0,0.7016727,0.4484931,6.203451,0.08946413,12.40559,0.001521422,0.7001513,3.57066e-06,0.4484895,0.0,0.0,0.08870461,0.7001513,0.4484895,1.248648,1.561132,0.528932
25.0,0.6452137,0.4241133,3.54314,0.04310659,12.36055,0.00065203,0.6445617,2.016596e-06,0.4241113,0.0,0.0,0.08245224,0.6445617,0.4241113,1.155932,1.519794,0.4845329
25.0,0.4262856,0.3068884,8.293249,0.1357205,12.1902,0.001326738,0.4249589,1.071448e-05,0.3068777,0.0,0.0,0.05629785,0.4249589,0.3068777,0.7787121,1.384783,0.3111454
25.0,0.4313777,0.6316691,8.167633,0.1300943,10.18289,0.0001177798,0.4312599,0.0002922494,0.6313769,0.0,0.0,0.07954815,0.4312599,0.6313769,0.9674207,0.6830468,0.3335076
25.0,0.2289262,0.3194483,6.623122,0.1104806,10.76189,9.58931e-05,0.2288303,0.0001279196,0.3193204,0.0,0.0,0.04117715,0.2288303,0.3193204,0.5083901,0.7166167,0.1806247
25.0,0.4770929,0.4650555,4.910114,0.07144467,11.64193,0.0001907141,0.4769022,1.941676e-05,0.4650361,0.0,0.0,0.0718994,0.4769022,0.4650361,0.9555541,1.025517,0.3515133
25.0,0.2632944,0.291016,5.933519,0.09730194,11.44239,0.0001739355,0.2631205,3.905516e-05,0.2909769,0.0,0.0,0.04210947,0.2631205,0.2909769,0.5479352,0.9042657,0.2029104
25.0,0.1576916,0.2018216,6.487415,0.1110254,11.1332,0.0001242008,0.1575674,7.729115e-05,0.2017443,0.0,0.0,0.02712676,0.1575674,0.2017443,0.3424379,0.7810252,0.1256097
25.0,0.8625985,0.6787915,7.352364,0.1035935,12.01591,0.0006563637,0.8619421,1.273194e-05,0.6787788,0.0,0.0,0.1182579,0.8619421,0.6787788,1.617427,1.269843,0.6190857
25.0,0.7573999,0.6891336,3.58232,0.03788735,11.75188,0.000128838,0.7572711,8.253719e-06,0.6891253,0.0,0.0,0.1106266,0.7572711,0.6891253,1.485137,1.098887,0.5475219
25.0,0.1846061,0.2152294,4.555772,0.0752577,11.34739,0.0001138091,0.1844923,3.612959e-05,0.2151933,0.0,0.0,0.03030825,0.1844923,0.2151933,0.3903715,0.857333,0.1446975
25.0,0.4690008,0.6347333,6.107543,0.09166544,10.93308,8.598617e-05,0.4689148,8.563516e-05,0.6346477,0.0,0.0,0.08305827,0.4689148,0.6346477,1.034142,0.7388585,0.3727324
25.0,0.5700351,0.4858404,4.680168,0.06476449,11.86363,0.0002848643,0.5697502,1.117949e-05,0.4858292,0.0,0.0,0.08086931,0.5697502,0.4858292,1.095096,1.172738,0.4080751
25.0,0.2485005,0.3491212,5.002396,0.08039543,10.71277,6.894972e-05,0.2484316,9.856992e-05,0.3490226,0.0,0.0,0.04486071,0.2484316,0.3490226,0.552782,0.7117921,0.1956769
25.0,0.6335903,0.5519016,7.217967,0.1082606,11.8247,0.0004348451,0.6331555,2.029015e-05,0.5518813,0.0,0.0,0.09073823,0.6331555,0.5518813,1.225243,1.147267,0.4544263
25.0,0.4458152,0.3269212,3.975162,0.05699699,12.15761,0.0005132178,0.445302,4.916432e-06,0.3269163,0.0,0.0,0.05937683,0.445302,0.3269163,0.8194653,1.362128,0.3245451
25.0,0.5610863,0.3983955,6.619819,0.1010929,12.21929,0.001063875,0.5600224,7.353342e-06,0.3983881,0.0,0.0,0.07375975,0.5600224,0.3983881,1.022369,1.405721,0.4118417
25.0,0.6980322,0.6751284,7.805552,0.1158218,11.65402,0.0003173185,0.6977149,3.073034e-05,0.6750977,0.0,0.0,0.1048136,0.6977149,0.6750977,1.394636,1.033502,0.5129764
25.0,0.6580736,0.6091009,7.316611,0.1087516,11.7235,0.0003470122,0.6577266,2.5098e-05,0.6090758,0.0,0.0,0.09684395,0.6577266,0.6090758,1.296923,1.079876,0.4775039
25.0,0.7135598,0.5444605,4.011462,0.04849881,12.07878,0.0003586872,0.7132011,5.121524e-06,0.5444554,0.0,0.0,0.09660409,0.7132011,0.5444554,1.326451,1.309935,0.5149709
25.0,0.68689,0.5624855,8.29447,0.1262942,11.93724,0.0006614383,0.6862286,1.857523e-05,0.5624669,0.0,0.0,0.09575378,0.6862286,0.5624669,1.303139,1.220034,0.4911917
25.0,0.3576509,0.3140583,5.661688,0.08975771,11.81028,0.0003487113,0.3573022,1.733685e-05,0.314041,0.0,0.0,0.05139395,0.3573022,0.314041,0.6932132,1.137757,0.2567219
25.0,0.3941054,0.4927367,6.36599,0.09964947,11.1967,0.0001204435,0.393985,6.24959e-05,0.4926742,0.0,0.0,0.06701982,0.393985,0.4926742,0.8506204,0.7996866,0.3134539
