T(C),b(CaO),b(SiO2),b(H2O),Vol(aq),pH,nCa(aq),nCa(s),nSi(aq),nSi(s_reac),nPortlandite,nAmor-Sl,mCSHQ,nCa(CSHQ),nSi(CSHQ),nH2O(CSHQ),C/S(CSHQ),nGelPW(CSH)
25.0,0.109602,0.3241836,3.688878,0.06220474,9.793655,6.527753e-05,0.1095367,0.0002451039,0.3239385,0.0,0.1616372,0.02032877,0.1095367,0.1623013,0.2461503,0.6748973,0.08410047
25.0,0.1271164,0.6348247,3.114414,0.05111346,9.793655,5.363842e-05,0.1270628,0.0002014013,0.6346233,0.0,0.4463535,0.0235814,0.1270628,0.1882698,0.2855347,0.6748973,0.09755667
25.0,0.2544949,0.551896,2.89159,0.041915,9.793657,4.3991e-05,0.2544509,0.0001651679,0.5517308,0.0,0.1747091,0.04722319,0.2544509,0.3770217,0.5718006,0.6748973,0.1953632
25.0,0.1258162,0.4862849,7.330882,0.1273545,9.793658,0.0001336826,0.1256825,0.0005018869,0.485783,0.0,0.2995583,0.02332524,0.1256825,0.1862247,0.282433,0.6748972,0.09649693
25.0,0.1039755,0.6246914,4.753415,0.08166854,9.793657,8.571352e-05,0.1038898,0.0003218176,0.6243696,0.0,0.4704354,0.01928076,0.1038898,0.1539342,0.2334605,0.6748973,0.07976485
25.0,0.3089008,0.5707529,5.170192,0.08087838,9.793655,8.487407e-05,0.3088159,0.00031868,0.5704342,0.0,0.1128595,0.05731272,0.3088159,0.4575747,0.6939694,0.6748972,0.2371037
25.0,0.1934422,0.4234756,2.831204,0.04330292,9.793656,4.544513e-05,0.1933968,0.000170636,0.423305,0.0,0.1367476,0.03589223,0.1933968,0.2865573,0.4346001,0.6748973,0.1484868
25.0,0.128759,0.5423969,5.901723,0.1014112,9.793655,0.0001064207,0.1286526,0.0003995919,0.5419973,0.0,0.3513719,0.02387645,0.1286526,0.1906254,0.2891073,0.6748974,0.09877731
25.0,0.2090912,0.5799893,6.480621,0.1086096,9.793658,0.0001140061,0.2089772,0.0004280155,0.5795613,0.0,0.2699183,0.03878379,0.2089772,0.309643,0.4696124,0.6748972,0.1604492
25.0,0.146149,0.3517911,3.076356,0.04965296,9.793658,5.211867e-05,0.1460969,0.0001956708,0.3515954,0.0,0.1351227,0.02711392,0.1460969,0.2164728,0.3283081,0.6748973,0.1121707
25.0,0.1377442,0.2976404,5.304576,0.0902564,9.793655,9.471495e-05,0.1376495,0.0003556615,0.2972847,0.0,0.09332857,0.02554617,0.1376495,0.2039562,0.3093251,0.6748974,0.105685
25.0,0.2670869,0.6583742,5.076441,0.08088222,9.793655,8.487778e-05,0.267002,0.000318703,0.6580555,0.0,0.2624367,0.04955253,0.267002,0.3956188,0.6000054,0.6748973,0.2049997
25.0,0.1373939,0.6140353,4.562314,0.07685854,9.793655,8.065503e-05,0.1373132,0.0003028541,0.6137324,0.0,0.4102745,0.02548377,0.1373132,0.203458,0.3085695,0.6748974,0.1054268
25.0,0.2246565,0.3574435,4.517447,0.07250453,9.793655,7.608616e-05,0.2245804,0.0002856644,0.3571578,0.0,0.02439544,0.04167957,0.2245804,0.3327624,0.5046758,0.6748972,0.1724291
25.0,0.1984758,0.5879496,8.07776,0.1378996,9.793658,0.0001447436,0.1983311,0.000543435,0.5874062,0.0,0.2935376,0.03680799,0.1983311,0.2938685,0.4456884,0.6748972,0.1522753
25.0,0.3663665,0.6688465,4.663382,0.06938733,9.793656,7.282217e-05,0.3662937,0.0002734352,0.6685731,0.0,0.1258332,0.06797993,0.3662937,0.5427399,0.8231331,0.6748973,0.2812342
25.0,0.101497,0.5128967,4.776127,0.08217956,9.793656,8.62429e-05,0.1014108,0.0003238267,0.5125729,0.0,0.3623119,0.01882068,0.1014108,0.150261,0.2278897,0.6748974,0.07786149
25.0,0.2436978,0.5279486,6.684237,0.1108835,9.793654,0.000116349,0.2435815,0.0004368791,0.5275117,0.0,0.1665954,0.04520594,0.2435815,0.3609163,0.5473748,0.6748973,0.1870178
25.0,0.1100274,0.3891578,7.741789,0.1354204,9.793655,0.0001421119,0.1098853,0.0005335949,0.3886242,0.0,0.2258064,0.02039346,0.1098853,0.1628178,0.2469336,0.6748972,0.08436808
25.0,0.1969843,0.3296044,2.944224,0.04520127,9.793654,4.74317e-05,0.1969369,0.000178109,0.3294263,0.0,0.03762355,0.03654924,0.1969369,0.2918027,0.4425554,0.6748972,0.1512048
25.0,0.1836372,0.6598894,2.993802,0.04663907,9.793655,4.894288e-05,0.1835883,0.0001837768,0.6597056,0.0,0.3876816,0.03407189,0.1835883,0.272024,0.4125585,0.6748973,0.140956
25.0,0.159086,0.2612288,8.154067,0.1408779,9.793655,0.0001478364,0.1589382,0.0005550692,0.2606737,0.0,0.02517393,0.02949711,0.1589382,0.2354998,0.3571649,0.6748972,0.1220301
25.0,0.1146795,0.2000555,7.16182,0.1247519,9.793655,0.0001309162,0.1145486,0.0004916046,0.1995639,0.0,0.02983648,0.02125891,0.1145486,0.1697274,0.2574129,0.6748973,0.0879485
25.0,0.363711,0.6066394,6.417108,0.1011836,9.793655,0.000106182,0.3636048,0.0003986729,0.6062407,0.0,0.06748491,0.06748091,0.3636048,0.5387558,0.8170907,0.6748972,0.2791697
25.0,0.2614528,0.4985995,4.392028,0.0687442,9.793656,7.214871e-05,0.2613807,0.0002708887,0.4983286,0.0,0.1110391,0.04850927,0.2613807,0.3872896,0.5873731,0.6748972,0.2006837
25.0,0.1527108,0.6526165,6.794582,0.1165719,9.793655,0.0001223304,0.1525885,0.0004593382,0.6521572,0.0,0.4260658,0.02831868,0.1525885,0.2260914,0.3428959,0.6748973,0.1171549
25.0,0.2113697,0.4610752,7.927382,0.1346589,9.793655,0.0001413104,0.2112284,0.0005305968,0.4605446,0.0,0.1475661,0.03920158,0.2112284,0.3129785,0.4746712,0.6748974,0.1621776
25.0,0.1420119,0.5733626,5.622633,0.09583014,9.793655,0.0001005639,0.1419113,0.0003776085,0.572985,0.0,0.362714,0.02633712,0.1419113,0.210271,0.3189023,0.6748974,0.1089572
25.0,0.1789846,0.6496371,8.132763,0.1396849,9.793655,0.0001465883,0.178838,0.0005504034,0.6490867,0.0,0.3841012,0.0331903,0.178838,0.2649855,0.4018838,0.6748973,0.1373088
25.0,0.1323717,0.5825389,2.996926,0.04877715,9.793657,5.119585e-05,0.1323205,0.0001922124,0.5823467,0.0,0.3862865,0.02455718,0.1323205,0.1960602,0.2973499,0.6748973,0.1015935
25.0,0.163101,0.6250751,7.345076,0.126097,9.793655,0.000132324,0.1629687,0.0004968523,0.6245782,0.0,0.3831064,0.03024513,0.1629687,0.2414718,0.3662223,0.6748972,0.1251246
25.0,0.3796378,0.6892173,3.380106,0.04566067,9.793655,4.79163e-05,0.3795899,0.0001799188,0.6890374,0.0,0.1265964,0.07044756,0.3795899,0.562441,0.8530122,0.6748973,0.2914428
25.0,0.1658704,0.5222918,3.339476,0.05360654,9.793655,5.625471e-05,0.1658141,0.0002112178,0.5220806,0.0,0.2763926,0.03077322,0.1658141,0.245688,0.3726166,0.6748972,0.1273093
25.0,0.1956707,0.5255999,4.507473,0.07350127,9.793655,7.713206e-05,0.1955936,0.0002896175,0.5253103,0.0,0.2354979,0.03629994,0.1955936,0.2898123,0.4395368,0.6748973,0.1501735
25.0,0.1531287,0.5427693,4.97942,0.08375641,9.793655,8.789345e-05,0.1530408,0.0003300238,0.5424393,0.0,0.3156777,0.02840263,0.1530408,0.2267616,0.3439124,0.6748973,0.1175022
25.0,0.3774827,0.6475265,4.193956,0.06045379,9.793655,6.34403e-05,0.3774193,0.0002382012,0.6472883,0.0,0.08806354,0.07004472,0.3774193,0.5592248,0.8481344,0.6748973,0.2897762
25.0,0.1610794,0.6486417,6.350687,0.1082113,9.793655,0.0001135564,0.1609658,0.000426401,0.6482153,0.0,0.4097111,0.02987342,0.1609658,0.2385042,0.3617215,0.6748974,0.1235869
25.0,0.1136663,0.4923035,6.353207,0.110182,9.793656,0.0001156341,0.1135507,0.0004341707,0.4918693,0.0,0.3236205,0.02107371,0.1135507,0.1682488,0.2551704,0.6748974,0.08718231
25.0,0.3415558,0.6231138,3.906382,0.05671638,9.793656,5.952385e-05,0.3414963,0.0002235011,0.6228903,0.0,0.1168929,0.06337782,0.3414963,0.5059974,0.7674085,0.6748973,0.2621951
25.0,0.1818723,0.4544329,7.087611,0.1206826,9.793655,0.0001266445,0.1817457,0.0004755201,0.4539574,0.0,0.1846636,0.03372992,0.1817457,0.2692938,0.4084178,0.6748973,0.1395413
25.0,0.3622841,0.5585647,4.370827,0.06426686,9.793654,6.743286e-05,0.3622167,0.0002532124,0.5583115,0.0,0.02161253,0.06722329,0.3622167,0.536699,0.8139712,0.6748973,0.2781039
25.0,0.2753902,0.5045392,7.867211,0.1309721,9.793655,0.0001374417,0.2752528,0.0005160675,0.5040231,0.0,0.0961792,0.05108378,0.2752528,0.4078439,0.6185464,0.6748973,0.2113345
25.0,0.1398338,0.6150719,7.43213,0.1286148,9.793654,0.0001349623,0.1396988,0.0005067682,0.6145651,0.0,0.4075724,0.02592651,0.1396988,0.2069927,0.3139304,0.6748974,0.1072584
25.0,0.184184,0.3309401,7.40568,0.126336,9.793655,0.0001325772,0.1840514,0.000497836,0.3304423,0.0,0.05773202,0.03415784,0.1840514,0.2727102,0.4135993,0.6748974,0.1413116
25.0,0.1906694,0.6004175,6.08645,0.1022352,9.793654,0.0001072797,0.1905621,0.0004028281,0.6000147,0.0,0.3176575,0.03536616,0.1905621,0.2823572,0.4282301,0.6748974,0.1463104
25.0,0.1474273,0.5626681,6.817474,0.1172001,9.793655,0.0001229903,0.1473043,0.0004617975,0.5622063,0.0,0.3439444,0.027338,0.1473043,0.2182619,0.3310214,0.6748971,0.1130978
25.0,0.1392696,0.4631677,7.9455,0.1379139,9.793657,0.0001447482,0.1391249,0.0005434601,0.4626242,0.0,0.2564819,0.02581999,0.1391249,0.2061423,0.3126406,0.6748971,0.1068177
25.0,0.1534648,0.4051829,6.721183,0.115215,9.793655,0.0001209063,0.1533439,0.0004539969,0.4047289,0.0,0.1775182,0.02845888,0.1533439,0.2272107,0.3445935,0.6748973,0.1177349
25.0,0.28736,0.5855401,7.174804,0.1179748,9.793657,0.0001238244,0.2872362,0.0004648968,0.5850752,0.0,0.1594753,0.05330776,0.2872362,0.4255999,0.6454755,0.6748972,0.2205351
25.0,0.1183362,0.5881193,4.526352,0.07698258,9.793656,8.079123e-05,0.1182554,0.0003033448,0.587816,0.0,0.4125961,0.02194686,0.1182554,0.1752199,0.2657429,0.6748973,0.09079453
25.0,0.1458398,0.2844645,6.332003,0.1084925,9.793657,0.0001138725,0.1457259,0.0004275379,0.284037,0.0,0.06811382,0.02704507,0.1457259,0.2159231,0.3274745,0.6748972,0.1118859
25.0,0.1720172,0.5404625,4.530084,0.07487029,9.793655,7.856893e-05,0.1719386,0.0002949991,0.5401675,0.0,0.2854048,0.03190985,0.1719386,0.2547627,0.3863795,0.6748972,0.1320116
25.0,0.1936033,0.612409,3.879265,0.06223401,9.793658,6.532114e-05,0.193538,0.0002452446,0.6121638,0.0,0.3253972,0.03591844,0.193538,0.2867666,0.4349174,0.6748973,0.1485952
25.0,0.4222666,0.6569731,5.311073,0.07882077,9.793655,8.271476e-05,0.4221839,0.0003105529,0.6566625,0.0,0.03110971,0.07835252,0.4221839,0.6255528,0.9487292,0.6748972,0.3241457
25.0,0.3563175,0.6572502,3.898139,0.05596803,9.793656,5.873648e-05,0.3562588,0.0002205451,0.6570297,0.0,0.1291586,0.06611757,0.3562588,0.5278711,0.8005827,0.6748973,0.2735295
25.0,0.2018586,0.5381025,6.106605,0.1021451,9.793657,0.0001072058,0.2017514,0.0004025095,0.5377,0.0,0.2387635,0.03744276,0.2017514,0.2989365,0.4533746,0.6748972,0.1549013
25.0,0.404932,0.6926082,4.359969,0.06233894,9.793655,6.541952e-05,0.4048666,0.0002456513,0.6923625,0.0,0.0924689,0.07513863,0.4048666,0.5998936,0.9098139,0.6748973,0.3108498
25.0,0.1659884,0.6918724,5.704552,0.0963368,9.793658,0.0001011208,0.1658873,0.0003796394,0.6914928,0.0,0.4456964,0.03078679,0.1658873,0.2457963,0.372781,0.6748973,0.1273655
25.0,0.2459505,0.4042254,3.311816,0.04985509,9.793653,5.231015e-05,0.2458982,0.0001964315,0.404029,0.0,0.03967991,0.0456359,0.2458982,0.3643491,0.552581,0.6748973,0.1887965
25.0,0.1685096,0.2579033,3.116158,0.0494642,9.793655,5.1908e-05,0.1684577,0.0001948937,0.2577084,0.0,0.008103458,0.03126383,0.1684577,0.2496049,0.3785572,0.6748972,0.129339
25.0,0.1779939,0.2762346,5.660278,0.09504932,9.793655,9.974468e-05,0.1778942,0.0003744871,0.2758601,0.0,0.01227307,0.03301513,0.1778942,0.263587,0.3997627,0.6748972,0.1365842
25.0,0.2574332,0.6655994,3.183748,0.04707475,9.793657,4.940602e-05,0.2573838,0.0001855007,0.6654139,0.0,0.2840465,0.0477675,0.2573838,0.3813674,0.5783914,0.6748973,0.197615
25.0,0.2379877,0.4987579,3.954782,0.06179631,9.793657,6.486036e-05,0.2379228,0.0002435108,0.4985144,0.0,0.1459825,0.04415577,0.2379228,0.3525319,0.5346588,0.6748973,0.1826732
25.0,0.292715,0.6807201,8.203081,0.1363375,9.793655,0.0001430675,0.2925719,0.0005371999,0.6801829,0.0,0.2466771,0.05429802,0.2925719,0.4335058,0.657466,0.6748973,0.2246319
25.0,0.2664839,0.4992663,3.73126,0.05660036,9.793659,5.941549e-05,0.2664245,0.0002230584,0.4990432,0.0,0.1042802,0.04944535,0.2664245,0.394763,0.5987076,0.6748973,0.2045563
25.0,0.2138525,0.663339,6.913365,0.1162356,9.793655,0.0001219777,0.2137305,0.0004579709,0.662881,0.0,0.346195,0.03966595,0.2137305,0.3166861,0.480294,0.6748972,0.1640987
25.0,0.1254804,0.3803366,3.773103,0.06308187,9.793655,6.619803e-05,0.1254142,0.000248553,0.380088,0.0,0.1942609,0.02327545,0.1254142,0.1858271,0.2818301,0.6748972,0.09629092
25.0,0.1279952,0.5326742,7.530147,0.1308666,9.793655,0.0001373311,0.1278579,0.0005156656,0.5321585,0.0,0.3427107,0.02372896,0.1278579,0.1894479,0.2873215,0.6748974,0.09816715
25.0,0.2312935,0.4481745,7.949435,0.1342483,9.793655,0.0001408803,0.2311526,0.000528965,0.4476455,0.0,0.105145,0.0428993,0.2311526,0.3425005,0.5194449,0.6748972,0.1774751
25.0,0.3792817,0.6905254,6.828459,0.1079841,9.793655,0.0001133192,0.3791684,0.0004254636,0.6900999,0.0,0.1282834,0.07036933,0.3791684,0.5618165,0.852065,0.6748972,0.2911191
25.0,0.1579946,0.5456289,3.842855,0.063022,9.793654,6.612853e-05,0.1579285,0.0002483031,0.5453806,0.0,0.3113769,0.02930973,0.1579285,0.2340037,0.354896,0.6748973,0.1212548
25.0,0.2029375,0.4959151,5.14104,0.08465427,9.793658,8.885789e-05,0.2028486,0.0003336043,0.4955815,0.0,0.1950192,0.0376464,0.2028486,0.3005623,0.4558403,0.6748973,0.1557438
25.0,0.3399626,0.660345,5.149309,0.07923977,9.793654,8.314642e-05,0.3398795,0.0003122064,0.6600328,0.0,0.1564311,0.06307775,0.3398795,0.5036017,0.7637752,0.6748973,0.2609538
25.0,0.1209829,0.5437063,4.467281,0.07580773,9.793656,7.955888e-05,0.1209033,0.0002987176,0.5434076,0.0,0.3642643,0.02243828,0.1209033,0.1791433,0.2716933,0.6748973,0.09282757
25.0,0.2607738,0.3972513,4.040404,0.0624182,9.793655,6.550155e-05,0.2607083,0.0002459743,0.3970053,0.0,0.01071205,0.04838449,0.2607083,0.3862933,0.5858622,0.6748973,0.2001675
25.0,0.2302166,0.3790294,3.34237,0.05104606,9.793656,5.35712e-05,0.230163,0.0002011419,0.3788283,0.0,0.03779409,0.04271564,0.230163,0.3410342,0.517221,0.6748973,0.1767153
25.0,0.285184,0.6401969,3.280959,0.04770446,9.793658,5.007054e-05,0.2851339,0.0001879876,0.6400089,0.0,0.217524,0.05291761,0.2851339,0.4224849,0.6407513,0.6748973,0.2189211
25.0,0.2556967,0.5547874,7.425152,0.1237841,9.793655,0.0001298956,0.2555668,0.0004877071,0.5542997,0.0,0.1756246,0.04743029,0.2555668,0.3786751,0.5743083,0.6748973,0.1962199
25.0,0.4207464,0.6517598,3.200259,0.04074175,9.793655,4.275473e-05,0.4207036,0.0001605232,0.6515993,0.0,0.02823973,0.0780778,0.4207036,0.6233595,0.9454028,0.6748973,0.3230092
25.0,0.1665047,0.5543404,6.757197,0.1153363,9.793656,0.0001210478,0.1663837,0.0004544898,0.5538859,0.0,0.3073541,0.03087891,0.1663837,0.2465318,0.3738964,0.6748973,0.1277466
25.0,0.1368388,0.6119653,6.333079,0.1088774,9.793652,0.0001142244,0.1367246,0.000428944,0.6115364,0.0,0.4089506,0.02537452,0.1367246,0.2025857,0.3072467,0.6748973,0.1049749
25.0,0.2204205,0.580323,7.063959,0.11869,9.793654,0.0001245472,0.220296,0.000467658,0.5798553,0.0,0.2534413,0.04088442,0.220296,0.326414,0.4950478,0.6748973,0.1691396
25.0,0.3032206,0.5738605,2.873597,0.03961138,9.793655,4.156786e-05,0.303179,0.0001560817,0.5737044,0.0,0.1244819,0.05626658,0.303179,0.4492225,0.6813022,0.6748972,0.2327758
25.0,0.1317438,0.3456912,6.742443,0.1164812,9.793655,0.0001222351,0.1316216,0.0004589782,0.3452322,0.0,0.1502076,0.02442746,0.1316216,0.1950246,0.2957792,0.6748973,0.1010568
25.0,0.4162421,0.6860957,4.30504,0.06088717,9.793655,6.389491e-05,0.4161782,0.0002399031,0.6858558,0.0,0.06920163,0.07723793,0.4161782,0.6166542,0.9352333,0.6748973,0.3195347
25.0,0.282249,0.5171044,6.275467,0.101932,9.793654,0.000106961,0.282142,0.0004016283,0.5167028,0.0,0.09865096,0.05236235,0.282142,0.4180518,0.634028,0.6748973,0.216624
25.0,0.2596005,0.5965869,3.751331,0.05724251,9.793658,6.008376e-05,0.2595404,0.0002255701,0.5963613,0.0,0.2117985,0.04816775,0.2595404,0.3845629,0.5832378,0.6748972,0.1992708
25.0,0.1201971,0.4381774,4.706398,0.08016031,9.793656,8.412797e-05,0.120113,0.0003158736,0.4378615,0.0,0.2598893,0.0222916,0.120113,0.1779722,0.2699172,0.6748973,0.09222074
25.0,0.1424981,0.4315573,5.477161,0.09318185,9.793655,9.778495e-05,0.1424003,0.0003671647,0.4311901,0.0,0.2201946,0.02642788,0.1424003,0.2109955,0.3200012,0.6748973,0.1093326
25.0,0.3483668,0.5618207,2.896794,0.03819736,9.793655,4.008333e-05,0.3483267,0.0001505105,0.5616702,0.0,0.04555206,0.06464547,0.3483267,0.5161181,0.7827578,0.6748973,0.2674394
25.0,0.3750152,0.649251,6.345436,0.09942952,9.793655,0.0001043378,0.3749109,0.0003917723,0.6488592,0.0,0.09335119,0.06957918,0.3749109,0.555508,0.8424975,0.6748973,0.2878503
25.0,0.2368545,0.4120283,3.093725,0.0462837,9.793655,4.856759e-05,0.2368059,0.000182361,0.4118459,0.0,0.06096896,0.04394848,0.2368059,0.350877,0.5321489,0.6748973,0.1818156
25.0,0.2473887,0.5391193,4.6886,0.0746741,9.793657,7.837205e-05,0.2473103,0.0002942632,0.538825,0.0,0.1723836,0.04589798,0.2473103,0.3664414,0.5557544,0.6748973,0.1898807
25.0,0.2344409,0.500088,7.625277,0.1282633,9.793655,0.0001345975,0.2343063,0.0005053894,0.4995826,0.0,0.1524093,0.04348458,0.2343063,0.3471733,0.5265318,0.6748973,0.1798965
25.0,0.1694826,0.3314106,5.052921,0.08442045,9.793656,8.859681e-05,0.169394,0.0003326563,0.3310779,0.0,0.08008564,0.0314376,0.169394,0.2509923,0.3806612,0.6748972,0.1300579
25.0,0.187345,0.6184197,3.508299,0.05578505,9.793657,5.854823e-05,0.1872865,0.0002198252,0.6181999,0.0,0.3406962,0.03475823,0.1872865,0.2775036,0.420869,0.6748973,0.1437954
25.0,0.2043091,0.3423703,5.924826,0.09876096,9.793655,0.0001036395,0.2042055,0.000389146,0.3419812,0.0,0.0394085,0.03789821,0.2042055,0.3025727,0.4588893,0.6748973,0.1567855
25.0,0.3689744,0.6297369,3.673334,0.05139205,9.793655,5.392999e-05,0.3689205,0.0002025001,0.6295344,0.0,0.08290237,0.06846744,0.3689205,0.546632,0.829036,0.6748973,0.283251
25.0,0.1795403,0.5009297,6.595784,0.1118904,9.793655,0.0001174178,0.1794229,0.0004408459,0.5004889,0.0,0.2346367,0.03329885,0.1794229,0.2658522,0.4031981,0.6748972,0.1377579
25.0,0.1248862,0.3819046,4.401345,0.07445783,9.793655,7.813598e-05,0.1248081,0.0002933792,0.3816112,0.0,0.1966822,0.02316296,0.1248081,0.184929,0.280468,0.6748972,0.09582554
25.0,0.1467623,0.5530305,4.750506,0.07987862,9.793657,8.383883e-05,0.1466785,0.0003147726,0.5527157,0.0,0.3353812,0.02722185,0.1466785,0.2173345,0.329615,0.6748973,0.1126173
25.0,0.1645944,0.4318351,6.516873,0.1110714,9.793657,0.00011658,0.1644778,0.0004376983,0.4313974,0.0,0.1876895,0.03052521,0.1644778,0.2437079,0.3696136,0.6748972,0.1262833
25.0,0.1717062,0.6422624,7.660769,0.1314519,9.793656,0.0001379606,0.1715682,0.0005179818,0.6417444,0.0,0.3875305,0.03184111,0.1715682,0.2542139,0.3855472,0.6748971,0.1317272
25.0,0.1134403,0.5870738,4.67156,0.07980517,9.793652,8.372509e-05,0.1133566,0.000314407,0.5867594,0.0,0.4187982,0.02103769,0.1133566,0.1679612,0.2547343,0.6748973,0.08703328
25.0,0.1002878,0.2928726,7.73832,0.1357531,9.793655,0.0001424592,0.1001453,0.0005349408,0.2923377,0.0,0.1439517,0.01858583,0.1001453,0.148386,0.225046,0.6748975,0.07688994
25.0,0.3180738,0.668416,3.611004,0.05233262,9.793655,5.491732e-05,0.3180189,0.0002062044,0.6682098,0.0,0.196999,0.05902068,0.3180189,0.4712108,0.7146502,0.6748973,0.2441696
25.0,0.3436249,0.5709674,4.014159,0.0585798,9.793655,6.147443e-05,0.3435634,0.0002308236,0.5707366,0.0,0.06167625,0.06376146,0.3435634,0.5090603,0.7720538,0.6748973,0.2637823
25.0,0.1584897,0.3448775,5.020842,0.08428719,9.793655,8.845097e-05,0.1584012,0.0003321108,0.3445454,0.0,0.1098411,0.02939747,0.1584012,0.2347042,0.3559584,0.6748972,0.1216178
25.0,0.230926,0.5744175,2.992152,0.04468909,9.793655,4.689764e-05,0.2308791,0.0001760895,0.5742414,0.0,0.2321462,0.04284853,0.2308791,0.3420952,0.5188302,0.6748973,0.1772651
25.0,0.2224173,0.6276334,7.632576,0.1288834,9.793655,0.0001352452,0.2222821,0.0005078274,0.6271256,0.0,0.2977687,0.04125302,0.2222821,0.3293569,0.499511,0.6748973,0.1706645
25.0,0.143488,0.3996846,7.164429,0.1236293,9.793655,0.0001297365,0.1433583,0.0004871109,0.3991975,0.0,0.1867825,0.02660566,0.1433583,0.212415,0.3221539,0.6748972,0.1100681
25.0,0.1144278,0.28565,5.688799,0.09814577,9.793655,0.0001029939,0.1143248,0.0003867526,0.2852632,0.0,0.1158674,0.02121738,0.1143248,0.1693958,0.25691,0.6748974,0.08777669
25.0,0.1411423,0.3289283,4.137749,0.06903478,9.793655,7.244498e-05,0.1410699,0.0002720253,0.3286563,0.0,0.1196321,0.02618096,0.1410699,0.2090242,0.3170114,0.6748973,0.1083111
25.0,0.3355167,0.5842416,4.176692,0.06184588,9.793655,6.489938e-05,0.3354518,0.000243676,0.5839979,0.0,0.08695666,0.06225603,0.3354518,0.4970413,0.7538254,0.6748973,0.2575543
25.0,0.1756315,0.4507077,6.445462,0.1093329,9.793657,0.0001147494,0.1755168,0.0004308359,0.4502769,0.0,0.1902125,0.03257391,0.1755168,0.2600644,0.3944202,0.6748973,0.1347588
25.0,0.2084992,0.5604139,3.624989,0.05703459,9.793657,5.98598e-05,0.2084393,0.0002247415,0.5601892,0.0,0.2513431,0.03868397,0.2084393,0.308846,0.4684037,0.6748973,0.1600362
25.0,0.3021639,0.6711951,7.250617,0.1187436,9.793654,0.0001245988,0.3020393,0.0004678503,0.6707272,0.0,0.2231935,0.05605505,0.3020393,0.4475338,0.678741,0.6748972,0.2319007
25.0,0.1083949,0.2823347,3.544428,0.05964365,9.793656,6.25949e-05,0.1083323,0.0002350251,0.2820997,0.0,0.1215829,0.02010524,0.1083323,0.1605167,0.2434437,0.6748973,0.08317574
25.0,0.1571536,0.5668833,2.874342,0.04555588,9.793655,4.780491e-05,0.1571058,0.0001795032,0.5667038,0.0,0.3339191,0.02915704,0.1571058,0.2327847,0.3530472,0.6748973,0.1206232
25.0,0.2986064,0.6125569,6.22209,0.1003033,9.793657,0.000105274,0.2985011,0.0003952653,0.6121616,0.0,0.1698704,0.05539841,0.2985011,0.4422912,0.67079,0.6748973,0.2291842
25.0,0.1151942,0.363299,7.330383,0.1277768,9.793652,0.0001340575,0.1150601,0.0005034126,0.3627956,0.0,0.1923102,0.02135385,0.1150601,0.1704854,0.2585625,0.6748974,0.08834126
25.0,0.4379882,0.6887806,7.726424,0.1218259,9.793655,0.0001278439,0.4378604,0.0004800471,0.6883006,0.0,0.03951982,0.08126189,0.4378604,0.6487807,0.9839573,0.6748973,0.3361819
